"step","x_pos","y_pos","agent","status"
1,0.878034516237676,1,"one","safe"
2,0.862237801635875,0.980612244897959,"one","safe"
3,0.846441087034075,0.961224489795918,"one","safe"
4,0.830644372432274,0.941836734693878,"one","safe"
5,0.814847657830473,0.922448979591837,"one","safe"
6,0.799050943228673,0.903061224489796,"one","safe"
7,0.783254228626872,0.883673469387755,"one","cutoff"
8,0.767457514025071,0.864285714285714,"one","cutoff"
9,0.751660799423271,0.844897959183673,"one","cutoff"
10,0.73586408482147,0.825510204081633,"one","cutoff"
11,0.720067370219669,0.806122448979592,"one","cutoff"
12,0.704270655617869,0.786734693877551,"one","cutoff"
13,0.688473941016068,0.76734693877551,"one","cutoff"
14,0.672677226414267,0.747959183673469,"one","cutoff"
15,0.656880511812467,0.728571428571429,"one","cutoff"
16,0.641083797210666,0.709183673469388,"one","cutoff"
17,0.625287082608865,0.689795918367347,"one","cutoff"
18,0.609490368007065,0.670408163265306,"one","cutoff"
19,0.593693653405264,0.651020408163265,"one","cutoff"
20,0.577896938803463,0.631632653061225,"one","cutoff"
21,0.562100224201663,0.612244897959184,"one","cutoff"
22,0.546303509599862,0.592857142857143,"one","cutoff"
23,0.530506794998061,0.573469387755102,"one","cutoff"
24,0.51471008039626,0.554081632653061,"one","cutoff"
25,0.49891336579446,0.53469387755102,"one","cutoff"
26,0.483116651192659,0.51530612244898,"one","cutoff"
27,0.467319936590858,0.495918367346939,"one","cutoff"
28,0.451523221989058,0.476530612244898,"one","cutoff"
29,0.435726507387257,0.457142857142857,"one","cutoff"
30,0.419929792785456,0.437755102040816,"one","cutoff"
31,0.404133078183656,0.418367346938776,"one","cutoff"
32,0.388336363581855,0.398979591836735,"one","cutoff"
33,0.372539648980054,0.379591836734694,"one","cutoff"
34,0.356742934378254,0.360204081632653,"one","cutoff"
35,0.340946219776453,0.340816326530612,"one","cutoff"
36,0.325149505174652,0.321428571428571,"one","cutoff"
37,0.309352790572852,0.302040816326531,"one","cutoff"
38,0.293556075971051,0.28265306122449,"one","cutoff"
39,0.27775936136925,0.263265306122449,"one","cutoff"
40,0.26196264676745,0.243877551020408,"one","cutoff"
41,0.246165932165649,0.224489795918367,"one","cutoff"
42,0.230369217563848,0.205102040816327,"one","cutoff"
43,0.214572502962048,0.185714285714286,"one","cutoff"
44,0.198775788360247,0.166326530612245,"one","cutoff"
45,0.182979073758446,0.146938775510204,"one","cutoff"
46,0.167182359156645,0.127551020408163,"one","cutoff"
47,0.151385644554845,0.108163265306122,"one","cutoff"
48,0.135588929953044,0.0887755102040816,"one","cutoff"
49,0.119792215351243,0.0693877551020408,"one","cutoff"
50,0.103995500749443,0.05,"one","cutoff"
1,0.730838575555633,0.571280125373354,"two","random"
2,0.750838575555633,0.591280125373354,"two","random"
3,0.730838575555633,0.571280125373354,"two","random"
4,0.710838575555633,0.591280125373354,"two","random"
5,0.730838575555633,0.571280125373354,"two","random"
6,0.710838575555633,0.591280125373354,"two","random"
7,0.690838575555633,0.611280125373354,"two","cutoff"
8,0.67638514750287,0.597456290249784,"two","cutoff"
9,0.661931719450108,0.583632455126215,"two","cutoff"
10,0.647478291397346,0.569808620002646,"two","cutoff"
11,0.633024863344583,0.555984784879077,"two","cutoff"
12,0.618571435291821,0.542160949755508,"two","cutoff"
13,0.604118007239059,0.528337114631938,"two","cutoff"
14,0.589664579186297,0.514513279508369,"two","cutoff"
15,0.575211151133534,0.5006894443848,"two","cutoff"
16,0.560757723080772,0.486865609261231,"two","cutoff"
17,0.54630429502801,0.473041774137662,"two","cutoff"
18,0.531850866975247,0.459217939014092,"two","cutoff"
19,0.517397438922485,0.445394103890523,"two","cutoff"
20,0.502944010869723,0.431570268766954,"two","cutoff"
21,0.488490582816961,0.417746433643385,"two","cutoff"
22,0.474037154764198,0.403922598519816,"two","cutoff"
23,0.459583726711436,0.390098763396246,"two","cutoff"
24,0.445130298658674,0.376274928272677,"two","cutoff"
25,0.430676870605912,0.362451093149108,"two","cutoff"
26,0.416223442553149,0.348627258025539,"two","cutoff"
27,0.401770014500387,0.33480342290197,"two","cutoff"
28,0.387316586447625,0.320979587778401,"two","cutoff"
29,0.372863158394863,0.307155752654832,"two","cutoff"
30,0.3584097303421,0.293331917531262,"two","cutoff"
31,0.343956302289338,0.279508082407693,"two","cutoff"
32,0.329502874236576,0.265684247284124,"two","cutoff"
33,0.315049446183814,0.251860412160555,"two","cutoff"
34,0.300596018131052,0.238036577036986,"two","cutoff"
35,0.286142590078289,0.224212741913416,"two","cutoff"
36,0.271689162025527,0.210388906789847,"two","cutoff"
37,0.257235733972765,0.196565071666278,"two","cutoff"
38,0.242782305920003,0.182741236542709,"two","cutoff"
39,0.22832887786724,0.16891740141914,"two","cutoff"
40,0.213875449814478,0.155093566295571,"two","cutoff"
41,0.199422021761716,0.141269731172001,"two","cutoff"
42,0.184968593708954,0.127445896048432,"two","cutoff"
43,0.170515165656191,0.113622060924863,"two","cutoff"
44,0.156061737603429,0.0997982258012937,"two","cutoff"
45,0.141608309550667,0.0859743906777246,"two","cutoff"
46,0.127154881497905,0.0721505555541554,"two","cutoff"
47,0.112701453445142,0.0583267204305862,"two","cutoff"
48,0.09824802539238,0.044502885307017,"two","cutoff"
49,0.112701453445142,0.0583267204305862,"two","cutoff"
50,0.103995500749443,0.05,"two","cutoff"
